Scheme Code;Scheme Name;ISIN Div Payout/ISIN Growth;ISIN Div Reinvestment;Net Asset Value;Repurchase Price;Sale Price;Date

Open Ended Schemes ( Income )


Standard Chartered Mutual Fund
102342;GCF-Plan C-Daily Dividend;;;10;10;10;24-Dec-2006
102340;GCF-Plan C-Growth;;;11.5942;11.5942;11.5942;24-Dec-2006
102343;GCF-Plan C-Monthly Dividend;;;0;0;0;24-Dec-2006
102341;GCF-Plan C-weekly Dividend;;;10.0039;10.0039;10.0039;24-Dec-2006
101780;GCF Daily-Dividend(Institutional Plan);;;10.5816;10.5816;10.5816;24-Dec-2006
101760;GCF Dividend-Weekly(Institutional Plan);;;10.3032;10.3032;10.3032;24-Dec-2006
102348;GFRF-Plan C-Daily Dividend;;;10;10;10;24-Dec-2006
102347;GFRF-Plan C-Growth;;;11.6068;11.6068;11.6068;24-Dec-2006
102350;GFRF-Plan C-Monthly Divdend;;;0;0;0;24-Dec-2006
102349;GFRF-Plan C-Weekly Dividend;;;0;0;0;24-Dec-2006
101947;GFRF (Daily - Dividind);;;10.0699;10.0699;10.0699;24-Dec-2006
101948;GFRF (Dividend - Weekly);;;10.0704;10.0704;10.0704;24-Dec-2006
101773;GFRF - Growth(Institutional Plan);;;12.0344;12.0344;12.0344;24-Dec-2006
101774;GFRF Dividend-Daily (Institutional Plan);;;10.0703;10.0703;10.0703;24-Dec-2006
101776;GFRF Dividend-Monthly(Institutional Plan);;;10.0472;10.0472;10.0472;24-Dec-2006
101775;GFRF Dividend-Weekly(Institutional Plan);;;10.095;10.095;10.095;24-Dec-2006
101100;Grindlays Cash Fund-Dividend (Daily);;;10.5819;10.5819;10.5819;24-Dec-2006
101099;Grindlays Cash Fund-Growth;;;13.5407;13.5407;13.5407;24-Dec-2006
101319;Grindlays Cash Fund - Dividend (Weekly);;;10.1952;10.1952;10.1952;24-Dec-2006
101632;Grindlays Cash Fund - Plan B (D) (Institutional Plan);;;0;0;0;24-Dec-2006
101248;Grindlays Cash Fund - Plan B (G) (Institutional Plan);;;13.61;13.61;13.61;24-Dec-2006

Open Ended Schemes ( Liquid )


ING Mutual Fund
100194;ING Liquid Fund-Auto Sweep Growth Option;;;10.0000;10.0000;10.0000;24-Dec-2006
100195;ING Liquid Fund-Auto Sweep Weekly Dividend Option;;;10.0000;10.0000;10.0000;24-Dec-2006
100198;ING Liquid Fund-Institutional Daily Dividend Option;INF084M01473;;10.0103;10.0103;10.0103;24-Dec-2006
100196;ING Liquid Fund-Institutional Growth Option;INF084M01465;;11.5311;11.5311;11.5311;24-Dec-2006
100197;ING Liquid Fund-Institutional Weekly Dividend Option;INF084M01499;INF084M01481;10.0663;10.0663;10.0663;24-Dec-2006
100192;ING Liquid Fund-Regular Daily Dividend Option;INF084M01432;;10.7849;10.7849;10.7849;24-Dec-2006
100190;ING Liquid Fund-Regular Growth Option;INF084M01424;;15.5574;15.5574;15.5574;24-Dec-2006
100191;ING Liquid Fund-Regular Weekly Dividend Option;INF084M01457;INF084M01440;10.8370;10.8370;10.8370;24-Dec-2006
100200;ING Liquid Fund-Super Institutional Daily Dividend Option;INF084M01515;;10.0024;10.0024;10.0024;24-Dec-2006
100199;ING Liquid Fund-Super Institutional Growth Option;INF084M01507;;10.9135;10.9135;10.9135;24-Dec-2006
