Scheme Code;Scheme Name;ISIN Div Payout/ISIN Growth;ISIN Div Reinvestment;Net Asset Value;Repurchase Price;Sale Price;Date

Open Ended Schemes ( Income )


Aditya Birla Sun Life Mutual Fund
106271;BIRLA SUN LIFE CAPITAL PROTECTION ORIENTED FUND-5 YRS-DIVIDEND;;;13.0650;13.0650;13.0650;25-Jul-2012
106272;BIRLA SUN LIFE CAPITAL PROTECTION ORIENTED FUND-5 YRS-GROWTH;;;13.0650;13.0650;13.0650;25-Jul-2012
100970;Aditya Birla Sun Life MIP - Regular Plan - Growth;INF209K01694;;28.6912;28.4043;28.6912;25-Jul-2012
100971;Aditya Birla Sun Life MIP - Regular Plan - Monthly Dividend;INF209K01702;;11.3438;11.2304;11.3438;25-Jul-2012
100972;Aditya Birla Sun Life MIP - Regular Plan - Monthly Payment;INF209K01710;;28.6912;28.4043;28.6912;25-Jul-2012
101713;Aditya Birla Sun Life MIP II - Saving 5 Plan - Growth - Regular Plan;INF209K01728;;19.6532;19.4567;19.6532;25-Jul-2012
101711;Aditya Birla Sun Life MIP II - Savings 5 Plan - Monthly Dividend - Regular Plan;INF209K01736;INF209K01DE3;11.6258;11.5095;11.6258;25-Jul-2012
101712;Aditya Birla Sun Life MIP II - Savings 5 Plan - Monthly Growth /Payment;INF209K01744;;19.6532;19.4567;19.6532;25-Jul-2012
103184;Aditya Birla Sun Life Monthly Income - Dividend - Regular Plan;INF209K01AX9;INF209K01DX3;11.2999;11.1869;11.2999;25-Jul-2012
103185;Aditya Birla Sun Life Monthly Income - Growth - Regular Plan;INF209K01AZ4;;39.5760;39.1802;39.5760;25-Jul-2012
103186;Aditya Birla Sun Life Monthly Income - Quarterly Dividend - Regular Plan;INF209K01AY7;INF209K01DY1;11.8056;11.6875;11.8056;25-Jul-2012

Bandhan Mutual Fund
108784;BANDHAN Dynamic Bond Fund - Annual Dividend;INF194K01QE9;INF194K01QD1;14.0535;14.0535;14.0535;25-Jul-2012
108554;BANDHAN Dynamic Bond Fund - Quarterly Dividend;INF194K01QB5;INF194K01QA7;11.9088;11.9088;11.9088;25-Jul-2012
108625;IDFC - SSIF - ST -Plan B - Growth;INF194K01HM1;;12.6156;12.6156;12.6156;25-Jul-2012
108759;IDFC - SSIF - ST -Plan B - Monthly Dividend;INF194K01HO7;INF194K01HN9;10.3096;10.3096;10.3096;25-Jul-2012
112366;IDFC - SSIF - Short Term- Plan F Dividend;INF194K01IJ5;INF194K01II7;10.5506;10.5506;10.5506;25-Jul-2012
112367;IDFC - SSIF - Short Term- Plan F Growth;INF194K01IH9;;11.9805;11.9805;11.9805;25-Jul-2012
108786;IDFC Dynamic Bond Fund - Growth;INF194K01PZ6;;21.8635;21.8635;21.8635;25-Jul-2012
108742;IDFC Money Manager Fund-Investment Plan-Regular Plan-Daily Div.;INF194K01NW8;INF194K01NV0;10.1049;10.1049;10.1049;25-Jul-2012
108736;IDFC Money Manager Fund-Investment Plan-Regular Plan-Growth;INF194K01NO5;;17.2320;17.2320;17.2320;25-Jul-2012
108739;IDFC Money Manager Fund-Investment Plan-Regular Plan-Monthly Div.;INF194K01OC8;INF194K01OB0;10.2228;10.2228;10.2228;25-Jul-2012
108740;IDFC Money Manager Fund-Investment Plan-Regular Plan-Weekly Div.;INF194K01NZ1;INF194K01NY4;10.2361;10.2361;10.2361;25-Jul-2012
