Scheme Code;Scheme Name;ISIN Div Payout/ISIN Growth;ISIN Div Reinvestment;Net Asset Value;Repurchase Price;Sale Price;Date

Open Ended Schemes ( Income )


Standard Chartered Mutual Fund
102342;GCF-Plan C-Daily Dividend;;;10.0005;10.0005;10.0005;05-May-2007
102340;GCF-Plan C-Growth;;;11.9086;11.9086;11.9086;05-May-2007
102343;GCF-Plan C-Monthly Dividend;;;0;0;0;05-May-2007
102341;GCF-Plan C-weekly Dividend;;;10.002;10.002;10.002;05-May-2007
101780;GCF Daily-Dividend(Institutional Plan);;;10.5816;10.5816;10.5816;05-May-2007
101760;GCF Dividend-Weekly(Institutional Plan);;;10.3014;10.3014;10.3014;05-May-2007
102348;GFRF-Plan C-Daily Dividend;;;10.0015;10.0015;10.0015;05-May-2007
102347;GFRF-Plan C-Growth;;;11.8914;11.8914;11.8914;05-May-2007
102350;GFRF-Plan C-Monthly Divdend;;;0;0;0;05-May-2007
102349;GFRF-Plan C-Weekly Dividend;;;0;0;0;05-May-2007
101947;GFRF (Daily - Dividind);;;10.0699;10.0699;10.0699;05-May-2007
101948;GFRF (Dividend - Weekly);;;10.0686;10.0686;10.0686;05-May-2007
101773;GFRF - Growth(Institutional Plan);;;12.3161;12.3161;12.3161;05-May-2007
101774;GFRF Dividend-Daily (Institutional Plan);;;10.0703;10.0703;10.0703;05-May-2007
101776;GFRF Dividend-Monthly(Institutional Plan);;;0;0;0;05-May-2007
101775;GFRF Dividend-Weekly(Institutional Plan);;;10.0931;10.0931;10.0931;05-May-2007
101100;Grindlays Cash Fund-Dividend (Daily);;;10.5819;10.5819;10.5819;05-May-2007
101099;Grindlays Cash Fund-Growth;;;13.8874;13.8874;13.8874;05-May-2007
101319;Grindlays Cash Fund - Dividend (Weekly);;;10.1934;10.1934;10.1934;05-May-2007
101632;Grindlays Cash Fund - Plan B (D) (Institutional Plan);;;0;0;0;05-May-2007
101248;Grindlays Cash Fund - Plan B (G) (Institutional Plan);;;13.9599;13.9599;13.9599;05-May-2007

Open Ended Schemes ( Liquid )


ING Mutual Fund
100194;ING Liquid Fund-Auto Sweep Growth Option;;;10.0000;10.0000;10.0000;05-May-2007
100195;ING Liquid Fund-Auto Sweep Weekly Dividend Option;;;10.0000;10.0000;10.0000;05-May-2007
100198;ING Liquid Fund-Institutional Daily Dividend Option;INF084M01473;;10.0121;10.0121;10.0121;05-May-2007
100196;ING Liquid Fund-Institutional Growth Option;INF084M01465;;11.8738;11.8738;11.8738;05-May-2007
100197;ING Liquid Fund-Institutional Weekly Dividend Option;INF084M01499;INF084M01481;10.0655;10.0655;10.0655;05-May-2007
100192;ING Liquid Fund-Regular Daily Dividend Option;INF084M01432;;10.7873;10.7873;10.7873;05-May-2007
100190;ING Liquid Fund-Regular Growth Option;INF084M01424;;15.9977;15.9977;15.9977;05-May-2007
100191;ING Liquid Fund-Regular Weekly Dividend Option;INF084M01457;INF084M01440;10.8363;10.8363;10.8363;05-May-2007
100200;ING Liquid Fund-Super Institutional Daily Dividend Option;INF084M01515;;10.0048;10.0048;10.0048;05-May-2007
100199;ING Liquid Fund-Super Institutional Growth Option;INF084M01507;;11.2421;11.2421;11.2421;05-May-2007
100201;ING Liquid Fund-Super Institutional Weekly Dividend Option;INF084M01531;INF084M01523;10.0000;10.0000;10.0000;05-May-2007

Sahara Mutual Fund
